Index eps_r             loss_t           
 1649 +1.2617112629E+00 +1.6788603735E-01
 1650 -1.5383600589E-01 +3.9407680630E-01
 1651 +5.9031938014E-01 +1.6041580736E-01
 1652 +9.5328467477E-01 +5.9714451442E-02
 1653 +1.0961977677E+00 +3.3523920031E-01
 1654 +1.3721436307E+00 +2.8100715088E-01
 1655 +1.0359483340E-01 +1.4013194124E-01
 1656 +1.2372042862E+00 +2.0646620280E-01
 1657 +8.9494012114E-01 +9.0874730495E-02
 1658 +5.2989376141E-01 +2.6978784767E-01
 1659 -1.9630924494E-01 +9.8909351976E-02
 1660 -1.8814983744E-01 +1.8443024691E-01
 1661 -1.9214614056E-01 +2.6639432292E-01
 1662 +6.6992810215E-01 +2.9909642215E-01
 1663 -1.3679694631E-01 +3.1535831704E-01
 1664 +1.2157297277E+00 +2.3495706372E-01
 1665 -1.9732948061E-01 +1.6114919453E-01
 1666 +5.5484889338E-02 +3.6520164066E-01
 1667 +1.2627553414E+00 +1.6841105091E-01
 1668 +4.6115273878E-01 +6.5253625804E-02
 1669 +8.2754624795E-01 +3.6275317725E-01
 1670 -6.7454412645E-02 +3.1220546090E-01
 1671 -1.3549439521E-01 +1.8846981907E-01
 1672 +3.5455593758E-01 +1.3489084872E-01
 1673 +4.9776445198E-01 +3.6246667401E-02
 1674 +1.4130966446E+00 +3.8086787454E-01
 1675 +1.4928631722E+00 +3.7188746256E-01
 1676 +1.4277671052E+00 +7.2620501421E-02
 1677 +6.3536965805E-01 +1.0986352670E-02
 1678 +9.8886932318E-02 +1.6436234946E-01
 1679 +2.2540012207E-01 +3.6860906844E-01
 1680 +6.8923274752E-01 +1.1226511940E-02
 1681 +1.3759731292E+00 +5.8153166206E-02
 1682 -2.6556906990E-01 +2.2303974645E-01
 1683 +6.0047246956E-01 +2.2851194765E-01
 1684 +1.1524521484E+00 +9.6708831366E-02
 1685 -2.9725074393E-01 +2.1240966479E-01
 1686 +1.1301019314E+00 +3.7494967941E-01
 1687 +1.2276053828E+00 +1.5319736195E-01
 1688 +1.0995350670E+00 +1.6720820008E-01
 1689 +7.2681307912E-01 +7.5140674146E-03
 1690 +2.1080659325E-01 +3.1155314113E-01
 1691 +6.0992000287E-01 +3.2375280825E-01
 1692 -3.1404688738E-01 +2.6367320058E-01
 1693 +1.2696408023E-02 +3.0947569026E-01
 1694 +2.2226462764E-01 +2.6058445040E-01
 1695 -3.3576914102E-01 +2.5292389127E-01
 1696 +2.6264222237E-01 +2.7861877722E-01
 1697 -2.3091553464E-01 +1.3751453501E-01
 1698 +1.4656457860E+00 +3.3110130205E-01
 1699 +2.1223762563E-01 +2.6048525737E-01
 1700 +6.9292685409E-01 +3.4614266804E-01
 1701 +1.0652278961E-01 +1.5666812590E-01
 1702 -1.5457872659E-01 +1.6088925699E-01
 1703 +8.5557415961E-01 +3.7585688654E-01
 1704 +7.1040494580E-01 +1.0422082908E-01
 1705 +3.7308408366E-01 +1.2340343897E-01
 1706 +1.0948695464E+00 +3.0578240890E-01
 1707 +1.3980380289E+00 +1.2899975063E-02
 1708 +1.3979661324E-01 +2.3137042620E-01
 1709 +1.0797741129E+00 +2.6954547800E-01
 1710 +5.1382358162E-01 +2.1824412103E-01
 1711 +4.5546149916E-01 +6.8569221002E-02
 1712 +1.0746757151E+00 +2.2432497106E-01
 1713 +6.5283082954E-01 +2.0277720358E-02
 1714 +1.8041179266E-01 +8.6187214040E-02
 1715 +1.4351689914E+00 +1.0990696083E-01
 1716 +1.2862914912E-01 +6.4747261393E-02
 1717 +1.1849270237E+00 +6.9860678778E-02
 1718 +1.0157068395E+00 +1.6024143365E-01
 1719 +1.4991047317E+00 +2.6731759880E-01
 1720 -3.4044004996E-01 +2.8958218559E-01
 1721 +9.6804744793E-01 +4.5172335382E-02
 1722 +6.5073529332E-01 +3.7717075049E-01
 1723 +8.8878222157E-01 +2.0605583138E-01
 1724 +1.1945852978E+00 +6.5110747625E-02
 1725 -3.4254469406E-01 +1.0432095051E-02
 1726 +8.9354170351E-01 +3.7528652751E-01
 1727 +6.3962094748E-01 +3.4858210299E-01
 1728 +1.4377474965E+00 +1.6828065708E-01
 1729 -3.6049166080E-01 +1.6585944340E-01
 1730 +2.2258032948E-01 +3.0892273596E-01
 1731 +1.3585379639E+00 +3.8459151963E-02
 1732 +8.6997753915E-01 +2.1849609832E-01
 1733 +1.0342355090E+00 +3.8371410564E-01
 1734 +2.4359650466E-01 +2.1401654602E-02
 1735 +8.8496881650E-01 +3.2004670790E-01
 1736 +1.3318238139E+00 +1.4766698526E-01
 1737 +1.9955365573E-01 +3.1245537913E-02
 1738 +1.1093648579E+00 +2.5711447254E-01
 1739 -4.7593984953E-01 +1.6812209214E-01
 1740 +7.0267858942E-01 +1.4780239890E-01
 1741 -2.0864344128E-02 +1.6273617251E-01
 1742 +1.1812095151E+00 +1.5936787863E-01
 1743 +1.8071811542E-01 +6.1345394606E-03
 1744 +4.9954193567E-01 +3.6545945252E-01
 1745 -1.3423989800E-01 +3.0583394419E-01
 1746 -4.3284141868E-01 +9.7944997379E-02
 1747 +9.4761628144E-01 +2.0476414904E-01
 1748 +7.2737946599E-01 +3.1899764279E-01
 1749 -2.1141789342E-01 +3.9915268579E-01
 1750 +5.4751953920E-01 +2.1394340874E-01
 1751 -2.3236580043E-01 +3.0293039029E-01
 1752 +9.9921870277E-01 +3.5666745632E-01
 1753 +2.8313429915E-01 +6.9936768053E-02
 1754 +8.4545535273E-01 +2.5897927582E-01
 1755 +1.8165177389E-01 +3.6769546153E-01
 1756 -3.6606814028E-01 +3.7361961824E-01
 1757 +1.0729841012E+00 +3.1251875436E-01
 1758 -1.0326808722E-01 +2.2070052384E-01
 1759 -4.0259840823E-01 +3.0159922663E-01
 1760 -3.9403929144E-01 +1.1474873498E-01
 1761 +1.0907979963E+00 +2.2570488641E-03
 1762 -1.2678138473E-01 +8.7126033186E-02
 1763 -3.7300856644E-01 +3.9382119644E-01
 1764 +1.0240360822E+00 +3.2444089282E-01
 1765 +4.0171530354E-01 +4.1316734738E-02
 1766 +4.1525048610E-01 +3.2885950579E-01
 1767 +1.2979741072E+00 +1.8482175249E-01
 1768 -1.9269293994E-02 +2.4484874313E-02
 1769 +9.1118857878E-01 +2.8936979564E-01
 1770 -2.9988289596E-01 +2.4711293770E-01
 1771 +4.7966654086E-01 +9.0015810866E-02
 1772 +1.1088692796E+00 +2.9611556311E-01
 1773 +1.4973808142E+00 +2.7646434177E-01
 1774 +2.7622040100E-01 +3.7738923157E-01
 1775 +8.1147826007E-01 +3.0036734846E-01
 1776 +4.5955573263E-01 +2.4623705319E-02
 1777 -3.8344425362E-01 +2.9989207940E-02
 1778 -3.4168134151E-01 +3.0119350157E-02
 1779 +4.6652324865E-02 +2.6882376018E-01
 1780 +1.0899579438E+00 +7.5306755146E-02
 1781 -3.3158544152E-01 +1.6769349954E-01
 1782 +1.4631442173E+00 +3.1405280494E-01
 1783 +1.0862429918E+00 +6.4200920738E-03
 1784 +1.9322516512E-01 +2.7396068903E-01
 1785 +5.3056792656E-01 +1.5128605096E-01
 1786 +1.1169860824E+00 +3.0519456715E-01
 1787 +2.5466740742E-01 +2.0789389826E-01
 1788 -1.1445073139E-01 +2.6561531801E-01
 1789 +1.0852242138E-01 +1.3726240223E-02
 1790 +9.9613773123E-01 +1.2797295089E-01
 1791 +3.6155902943E-01 +2.7765234831E-01
 1792 +6.7857691236E-01 +3.5128803461E-01
 1793 +1.1863315829E+00 +3.6884973336E-01
 1794 +1.1928272253E+00 +1.8919926073E-01
 1795 +7.7845878592E-01 +2.4381877133E-01
 1796 +5.0314984272E-01 +2.1818543775E-02
 1797 +6.9393564405E-01 +1.1809224195E-01
 1798 -2.1635925949E-01 +1.4514901406E-01
 1799 +1.1382673519E+00 +3.5279687921E-01
 1800 -3.8013382523E-01 +2.5349708766E-01
 1801 +1.0929799653E-01 +3.4290083698E-01
 1802 -1.2044657207E-01 +3.1979451246E-01
 1803 +6.5216170047E-01 +2.2172837790E-01
 1804 +2.9173455539E-01 +2.3843039563E-01
 1805 +7.0579977511E-01 +1.4005937118E-02
 1806 +3.8828492186E-01 +3.6987534192E-01
 1807 +4.2123132631E-01 +4.0413895335E-04
 1808 +3.3925786049E-01 +2.8296703644E-01
 1809 +1.1886172544E+00 +3.7868016331E-01
 1810 +7.3749643013E-01 +2.9119986200E-01
 1811 +1.1410473289E+00 +8.9375187560E-02
 1812 +5.5200301730E-01 +7.7322528552E-02
 1813 +2.5678617270E-01 +1.8655098097E-01
 1814 -3.1179981204E-01 +2.4328239115E-01
 1815 +1.3990063022E+00 +1.7958117819E-01
 1816 +8.9954353263E-01 +3.2367173763E-01
 1817 +1.3917961724E+00 +2.7852674517E-01
 1818 -1.9298162917E-01 +3.5341155925E-01
 1819 +1.9436059983E-01 +1.1626788993E-01
 1820 +3.7581524371E-01 +9.6876878962E-02
 1821 +2.5524874398E-01 +2.4774763805E-01
 1822 +6.6802922212E-01 +2.1133459095E-02
 1823 +1.0805295215E+00 +9.7708793213E-02
 1824 +7.5054706487E-01 +2.3115838442E-01
 1825 +4.0730264295E-01 +3.7708795673E-01
 1826 -2.3324702095E-02 +1.3867189534E-01
 1827 -2.2973673023E-01 +3.1415657239E-01
 1828 +1.3803296832E+00 +1.9804607501E-01
 1829 +3.9460577825E-01 +2.8043576058E-01
 1830 +1.7975566984E-01 +1.3889557262E-03
 1831 +9.2929983568E-01 +6.5919820681E-02
 1832 +5.7343436241E-01 +1.9471292202E-01
 1833 +6.7947323829E-01 +2.8142157828E-01
 1834 -2.8684287300E-02 +2.0573222121E-01
 1835 +1.1527283547E+00 +1.7245098172E-01
 1836 +9.5964228614E-01 +1.7909508632E-01
 1837 +7.2387202765E-01 +2.6993451068E-01
 1838 +7.7311983970E-01 +1.5189751454E-01
 1839 +1.4911077352E+00 +2.7607455765E-02
 1840 +1.4443379746E+00 +2.1352080927E-01
 1841 +1.0921009539E-03 +2.7384352518E-01
 1842 +4.8486980058E-01 +3.7099393703E-01
 1843 +5.9986451906E-01 +2.4648390787E-01
 1844 +1.5741275897E-01 +2.6543292337E-02
 1845 +1.3099815010E-01 +3.6924865196E-01
 1846 +1.4168211338E+00 +1.5178122533E-03
 1847 +1.1184761049E+00 +1.1918584394E-01
 1848 -3.8913956954E-01 +7.2616537546E-03
 1849 -3.3995026394E-01 +8.3810677421E-02
 1850 +1.2665831887E+00 +1.9710243319E-01
 1851 +1.0204909077E+00 +3.0635023301E-01
 1852 +1.0540525146E+00 +1.6475625138E-01
 1853 +7.8051955536E-01 +3.6727400728E-01
 1854 -2.1753104925E-01 +5.0813309585E-02
 1855 +1.1701751309E+00 +2.1743100028E-01
 1856 -2.1982915200E-01 +2.0255746691E-01
 1857 +1.1176115554E+00 +2.7371326827E-01
 1858 +1.4736454418E+00 +2.0005268459E-01
 1859 +6.5956168291E-01 +2.5729149263E-02
 1860 +1.9353796106E-01 +6.3655502132E-02
 1861 -1.4127188200E-01 +2.4404795582E-01
 1862 -3.1837349546E-01 +1.0131133603E-01
 1863 -4.4686878480E-01 +1.1889327502E-01
 1864 -4.6522391865E-01 +1.7526897106E-01
 1865 +1.5577402278E-01 +2.0994037635E-01
 1866 -4.4475467190E-01 +3.7001468129E-01
 1867 -3.0437934004E-01 +3.7018798106E-01
 1868 +1.4849283556E+00 +2.2565428226E-01
 1869 +7.0445386906E-01 +3.0477757967E-01
 1870 +4.0397464686E-01 +6.5597855748E-02
 1871 +5.8350288607E-01 +1.3854365672E-01
 1872 +1.1109866187E+00 +1.8221621145E-01
 1873 +3.5156416428E-01 +3.8985360572E-01
 1874 +4.1941428355E-01 +1.4812422439E-01
 1875 +6.4825292330E-01 +3.4772450359E-02
 1876 +4.1624478280E-03 +1.9196277588E-02
 1877 +4.8002683355E-02 +5.4707068908E-02
 1878 +3.9320085693E-01 +5.0112313933E-02
 1879 +8.6735157313E-01 +1.2568066627E-01
 1880 +8.5341875761E-01 +2.9652192888E-01
 1881 +5.9307077626E-01 +3.4142006232E-03
 1882 +9.5574144865E-01 +3.5865224718E-01
 1883 +1.6698208047E-01 +1.3928362373E-01
 1884 +4.7940341403E-01 +1.3183034826E-02
 1885 +6.7959965518E-02 +1.9839610841E-01
 1886 -3.4896337973E-02 +2.9246876218E-01
 1887 +1.2988449999E-01 +3.0432010490E-01
 1888 +2.4234478191E-01 +1.1344974861E-01
 1889 +1.0826254126E+00 +1.0768899746E-01
 1890 -4.1252234926E-01 +1.7647004284E-01
 1891 +1.4784623513E+00 +2.5056676372E-02
 1892 +3.5046565368E-01 +9.6499968582E-02
 1893 -1.5946343955E-01 +3.4422500078E-01
 1894 +1.1752680511E+00 +9.5521771346E-03
 1895 -3.1504048252E-01 +3.8275516798E-01
 1896 +1.3245384441E+00 +2.1476227053E-01
 1897 +1.1776850233E+00 +1.5910248546E-01
 1898 +1.4285290075E+00 +1.4797846326E-01
 1899 +4.3271806853E-01 +1.2914633247E-01
 1900 +1.1827403044E-01 +1.8105530968E-01
 1901 +3.3238730563E-01 +5.8874772132E-02
 1902 +5.0407194676E-01 +1.5740989600E-01
 1903 +1.4448311441E+00 +1.6944681800E-01
 1904 +9.0837660843E-01 +7.7936903324E-02
 1905 +2.6756553548E-01 +3.5959709089E-01
 1906 +1.2916669714E+00 +5.1632386587E-03
 1907 +1.1680277786E+00 +3.9210580927E-01
 1908 +1.0466456279E+00 +2.4745390068E-01
 1909 +1.3822043144E+00 +1.8642580499E-01
 1910 +1.4394546555E+00 +1.7736693027E-01
 1911 +2.0873562944E-01 +2.0422034318E-02
 1912 +6.6876386144E-01 +3.9174707219E-02
 1913 -3.4205153447E-01 +2.9844489531E-01
 1914 -3.9647351453E-03 +1.2151670758E-01
 1915 +3.2200010413E-01 +1.7880156115E-01
 1916 +3.8622813792E-01 +2.5594612859E-02
 1917 +1.7068908557E-01 +2.6923586116E-01
 1918 +5.7582443425E-01 +2.3011041455E-01
 1919 +1.0163789624E+00 +2.5865288632E-01
 1920 +7.0670324894E-01 +2.6644889588E-01
 1921 +8.7381657849E-01 +9.1478688978E-02
 1922 +1.4197335768E-01 +8.0433609543E-02
 1923 +1.4598115076E+00 +1.6001678043E-01
 1924 -2.7295316806E-01 +1.0594543605E-01
 1925 -2.7697111376E-01 +1.7441143078E-01
 1926 -4.8636646220E-01 +3.6857771528E-01
 1927 -1.8212544460E-01 +1.9828119260E-01
 1928 +4.6265361365E-01 +2.3289824934E-01
 1929 +8.2700097120E-01 +4.1185079072E-02
 1930 +8.1980203870E-01 +3.1596198344E-01
 1931 +9.3742498343E-02 +1.2977380512E-01
 1932 +8.7313843688E-01 +2.0022656212E-01
 1933 +1.4984321777E+00 +2.2195202648E-01
 1934 +2.3731108089E-01 +7.4828604459E-02
 1935 +9.3498816888E-02 +2.0925157555E-01
 1936 +1.2746076751E+00 +1.6977407066E-01
 1937 +2.3853670194E-01 +1.0721749203E-01
 1938 -3.1601572357E-01 +1.4005597957E-01
 1939 +1.4757068300E+00 +1.2259258838E-01
 1940 +9.5672435183E-01 +1.1824239516E-01
 1941 -1.7363253102E-01 +3.5212054635E-01
 1942 -2.4404798740E-02 +6.9232717950E-02
 1943 +1.1473077952E+00 +1.1165561638E-01
 1944 -2.9286469469E-01 +3.7445211257E-02
 1945 -4.4625970890E-01 +3.7072864811E-01
 1946 +1.5216463892E-01 +3.8400308524E-01
 1947 -3.2748195149E-01 +1.2584778431E-01
 1948 +5.0678605250E-01 +1.1702050581E-02
 1949 -2.2161592901E-01 +1.7071439147E-01
 1950 +9.1640121688E-01 +3.6217187580E-01
 1951 +7.9401823715E-01 +3.7428998189E-01
 1952 -2.8062458950E-01 +1.5334414240E-01
 1953 -4.2883440355E-01 +3.3019825580E-01
 1954 +5.4154582199E-01 +3.3671354672E-01
 1955 -4.8483468930E-01 +1.8478465612E-01
 1956 +5.2886353225E-01 +2.9359700595E-01
 1957 -4.2349280628E-01 +2.7741706199E-01
 1958 +1.1134062061E+00 +3.6853530018E-02
 1959 +1.4374314447E+00 +2.3526280043E-03
 1960 +1.4895175104E+00 +2.0564621006E-01
 1961 +1.1593571068E+00 +8.6581228754E-02
 1962 +8.6297337613E-01 +3.1449801344E-02
 1963 -9.0628776805E-02 +2.4416764032E-01
 1964 +3.5706542292E-01 +9.5179951853E-02
 1965 +9.5846401901E-01 +3.7298043620E-01
 1966 +7.2556970492E-01 +1.4953684590E-01
 1967 +2.1899556000E-02 +2.4961702886E-01
 1968 +9.7178454099E-01 +2.1299385721E-01
 1969 +1.0334264194E+00 +3.9449292536E-01
 1970 +2.5039858931E-01 +1.0121607553E-01
 1971 +1.2038732815E+00 +3.0074005673E-01
 1972 +9.4983649034E-01 +9.4753202594E-02
 1973 +6.7416806983E-01 +1.8017586553E-01
 1974 +1.1458742977E+00 +2.5566339180E-01
 1975 +1.2821485920E+00 +3.0083738944E-01
 1976 +5.3258172105E-01 +1.1592173201E-01
 1977 +1.1156531672E-01 +2.7485479266E-01
 1978 +1.2571543888E+00 +2.7951026035E-01
 1979 +1.2254335547E+00 +7.8569771740E-02
 1980 -7.8739322630E-02 +3.5242556217E-01
 1981 +8.7810026905E-01 +1.3546309549E-01
 1982 +4.8551723071E-01 +3.1331301702E-01
 1983 -4.7975704565E-01 +2.1138509067E-01
 1984 +4.3619223507E-02 +2.7516298445E-01
 1985 -2.8936623480E-01 +1.7836119726E-01
 1986 +1.3764094374E-01 +3.1281563943E-01
 1987 +9.4342908144E-01 +3.8757075143E-01
 1988 -4.3643805055E-02 +1.4925920257E-01
 1989 +5.7389716426E-01 +2.4733668008E-01
 1990 +5.9757893494E-02 +2.8626901490E-01
 1991 +2.4117922435E-01 +2.4393842571E-01
 1992 -4.8693899108E-02 +7.6717042198E-02
 1993 +6.8319697681E-01 +1.4906913482E-01
 1994 -2.4574392046E-02 +3.0003253146E-01
 1995 +1.4159858764E+00 +1.5413174435E-01
 1996 -4.2595768072E-01 +1.8886201796E-01
 1997 -7.0327739083E-02 +2.0527603861E-01
 1998 +1.7917074888E-01 +2.2580538251E-01
 1999 +8.3604125112E-01 +1.2052706580E-01
 2000 -4.0197644064E-01 +4.8567960279E-02
 2001 +9.3070005904E-01 +2.0132703681E-01
 2002 +1.3770413676E+00 +1.4723689909E-01
 2003 +1.2153614443E+00 +8.9151924606E-02
 2004 +1.2541125456E+00 +1.4613367414E-01
 2005 +4.0812181724E-01 +3.5729371266E-01
 2006 -1.5443969350E-01 +1.5049549060E-02
 2007 +5.0567207488E-01 +1.4163703481E-01
 2008 -6.5525248089E-02 +1.9708409969E-01
 2009 +9.0870858025E-01 +7.8128484596E-02
 2010 -4.1830456297E-01 +2.2660496204E-01
 2011 -1.5564581220E-01 +6.7121963107E-02
 2012 +1.8858591651E-02 +5.5969360413E-02
 2013 +9.2448667405E-01 +2.7019352919E-01
 2014 -4.7712712337E-01 +1.8324499727E-01
 2015 -4.5179196018E-02 +3.0873566246E-01
 2016 +1.1612085802E+00 +3.6647669400E-01
 2017 -3.1931227010E-01 +7.4314723932E-02
 2018 +1.3683556167E+00 +1.4204588660E-01
 2019 +1.1659303481E+00 +3.1180183908E-01
 2020 +3.5809225020E-01 +2.0581976794E-01
 2021 +1.6423994993E-02 +3.8763210452E-01
 2022 -3.6052919451E-01 +3.9641132171E-01
 2023 +6.8238359807E-01 +3.3038682877E-01
 2024 -1.9057184067E-01 +3.6144463317E-01
 2025 +1.5507957497E-01 +1.6362021786E-01
 2026 +3.5648938606E-02 +3.5000466605E-01
 2027 -3.5328895915E-01 +2.5641689666E-01
 2028 +1.0121230093E+00 +1.5506442236E-01
 2029 +1.9664223280E-01 +2.3051563414E-01
 2030 +2.3463600345E-01 +5.2122683252E-02
 2031 +3.6794360082E-01 +2.4659201093E-01
 2032 +3.1456523777E-01 +8.9773737272E-02
 2033 -1.2605320508E-01 +3.7029269210E-01
 2034 +1.1039357262E+00 +3.7721358619E-01
 2035 +1.3594188744E+00 +7.2427737485E-02
 2036 +1.4707863570E+00 +3.3779138893E-02
 2037 -4.3713095548E-01 +7.2237647566E-02
 2038 -3.8855475014E-01 +1.9119834487E-01
 2039 +6.7811654723E-01 +5.3192982597E-02
 2040 -2.3619199936E-01 +2.5605497778E-01
 2041 +8.6399243279E-01 +2.3504521887E-01
 2042 +3.7935615791E-03 +3.3321817115E-02
 2043 -4.7028937120E-01 +3.1198824711E-01
 2044 +1.3951285784E+00 +2.6519706076E-01
 2045 +1.1012414790E+00 +1.3338930243E-02
 2046 -4.5285520068E-01 +2.9617744161E-02
 2047 +1.4235885019E+00 +1.5739443305E-01
 2048 +3.6217456457E-01 +2.2651834659E-01
 2049 +1.0484522095E+00 +2.4110344422E-01
 2050 +1.0349413025E+00 +1.2985272212E-01
 2051 +1.4123698827E-01 +7.6511141222E-02
 2052 -3.8676519589E-01 +1.1046400764E-01
 2053 +9.2086706148E-01 +3.9808681879E-01
 2054 +8.5132630607E-01 +4.0478816140E-02
 2055 +5.9913481183E-01 +2.3425732420E-01
 2056 +1.1316217521E-01 +2.6835917067E-01
 2057 +5.1245416245E-01 +1.9345289255E-01
 2058 +1.3612978137E+00 +1.7680012950E-02
 2059 +1.0182323689E+00 +3.9078537785E-01
 2060 +1.0512748307E+00 +2.0540205625E-01
 2061 -4.2378827122E-01 +2.0335447016E-01
 2062 -4.1051129344E-01 +3.5151909741E-01
 2063 -1.1970297802E-01 +2.9823791937E-01
 2064 +1.1913658510E+00 +9.6528834341E-02
 2065 +1.3653808646E-02 +1.9770198044E-01
 2066 +9.1437540287E-01 +3.9666739876E-01
 2067 +1.0702878389E+00 +2.8508089943E-01
 2068 +1.2829836694E+00 +2.0227090263E-01
 2069 +7.3271750437E-01 +2.5011762641E-01
 2070 +9.5382623374E-01 +3.9230562541E-01
 2071 +1.2940283808E+00 +2.0069678626E-01
 2072 +8.4138699003E-02 +3.1137405488E-01
 2073 +1.2954336908E+00 +1.9661710580E-01
 2074 +1.1690528771E+00 +1.7547049594E-01
 2075 -4.6323712418E-01 +1.4422682254E-01
 2076 -3.9020175638E-01 +3.2146424873E-01
 2077 -1.4500867861E-01 +1.0614483940E-01
 2078 +5.5680460291E-01 +3.5599564954E-01
 2079 +6.0149902423E-01 +1.4290028031E-01
 2080 +7.5964668566E-01 +1.3651856256E-01
 2081 -1.3571635380E-01 +3.7314760257E-01
 2082 +4.5919540887E-01 +1.7566770180E-01
 2083 -9.6713038240E-02 +4.6658962544E-02
 2084 +1.0069674426E+00 +1.2937341162E-01
 2085 +5.8078242175E-01 +1.7957060334E-03
 2086 +2.2814275751E-01 +2.9537044457E-01
 2087 -3.3600015041E-01 +9.7567811687E-03
 2088 -3.9187536118E-01 +3.5847922369E-01
 2089 +1.0635872519E-01 +1.5962438845E-01
 2090 +9.1903079900E-01 +3.3916464398E-01
 2091 +1.1999414673E+00 +2.3382182493E-01
 2092 +5.3307656070E-01 +2.3699800055E-01
 2093 +3.8434172631E-01 +2.7772652820E-01
 2094 -3.3717554195E-01 +2.7207126298E-01
 2095 +1.0416311546E+00 +7.2167132150E-02
 2096 +3.1645869836E-01 +3.9357812850E-01
 2097 -4.0935238999E-01 +3.5201400118E-01
 2098 +2.7954418039E-01 +3.0722488999E-01
 2099 +1.1788849969E-01 +3.0628684011E-01
 2100 +1.0037969771E+00 +1.1725038732E-01
 2101 +1.4955770713E+00 +2.5954326850E-01
 2102 +1.3966643366E+00 +1.0332889794E-03
 2103 +1.4320452906E+00 +1.1181943154E-01
 2104 -1.7849846449E-01 +2.2097700848E-01
 2105 -2.5383104194E-01 +2.0320359502E-01
 2106 +9.4628759602E-02 +2.9380993625E-01
 2107 +4.7890397098E-01 +3.9374819334E-01
 2108 +4.5084433593E-01 +3.3068949830E-02
 2109 +1.3066653548E+00 +2.1238464962E-01
 2110 +7.5301374935E-01 +3.6380387613E-01
 2111 -2.9461522064E-01 +3.0820327225E-01
 2112 +1.0620040101E+00 +2.3922490219E-01
 2113 +8.6147593169E-01 +1.5205528077E-01
 2114 +8.6607360651E-02 +3.0210705409E-01
 2115 +1.3235760073E+00 +3.6429724566E-01
 2116 +8.1617733130E-02 +1.7064250719E-01
 2117 +2.5569515127E-01 +1.2287499759E-01
 2118 +1.4430354575E-02 +3.9142705205E-01
 2119 -1.5631226398E-01 +5.0954412087E-02
 2120 +1.1715528523E+00 +2.8016322516E-01
 2121 +3.1331547014E-01 +3.0231232134E-01
 2122 +1.2247885393E+00 +3.4113148449E-01
 2123 -2.4569089653E-01 +1.5109855752E-01
 2124 +1.7576829331E-01 +2.2534377639E-01
 2125 +4.4987674527E-01 +7.6889186915E-02
 2126 +4.7848335056E-01 +3.8709484163E-01
 2127 +9.3820973263E-01 +8.5768871763E-02
 2128 +1.4361602623E+00 +3.8226579370E-01
 2129 -3.0253599720E-01 +3.3940016245E-01
 2130 +8.1089883175E-01 +3.9000370994E-01
 2131 +6.0913226750E-01 +9.0956069525E-02
 2132 +1.4615831800E+00 +5.6053944673E-03
 2133 +9.7983827609E-01 +2.8005564787E-02
 2134 +8.7473917534E-01 +2.7224299184E-01
 2135 +1.2115328771E+00 +5.8762295600E-02
 2136 +2.5199581263E-02 +1.4436852603E-02
 2137 +1.2241313212E+00 +3.6315106642E-01
 2138 -3.5648153272E-01 +1.0403131104E-01
 2139 -2.1471198339E-01 +2.1864157045E-01
 2140 +1.0863844744E-02 +1.7742012343E-01
 2141 -2.6082533195E-01 +2.3804778809E-01
 2142 +1.4264727258E+00 +1.0495413575E-01
 2143 +8.9500474120E-01 +1.5571207584E-01
 2144 +6.1761788695E-02 +3.4190988994E-01
 2145 +4.5180047618E-01 +2.7153155156E-01
 2146 +8.4616309151E-01 +8.4699781218E-02
 2147 -1.9884430902E-01 +1.9525903443E-01
 2148 +1.9197860040E-01 +5.6244212217E-02
 2149 -1.7010868994E-01 +3.1868449523E-02
 2150 +1.4112787674E+00 +1.1987529716E-01
 2151 +8.8040573693E-01 +3.3269541858E-01
 2152 +8.1644970904E-01 +8.7649819236E-02
 2153 -1.5223293053E-01 +1.4273067814E-01
 2154 +1.4532874991E+00 +9.9402381123E-02
 2155 +1.2269325441E+00 +3.7764061408E-01
 2156 +6.6716243760E-01 +2.4225876071E-02
 2157 +1.3536933656E-01 +8.1734773060E-02
 2158 -1.7028225886E-02 +1.3375911990E-01
 2159 +1.4694963406E+00 +3.0460243715E-01
 2160 +1.0816829765E+00 +8.2451043051E-02
 2161 +4.5471340470E-02 +1.5893320125E-01
 2162 +2.6126948914E-01 +2.4094806743E-01
 2163 +1.1728614371E+00 +1.1566686387E-01
 2164 +3.7263232471E-01 +2.1684385615E-01
 2165 +1.4777410133E+00 +1.7613600009E-01
 2166 +4.0866926720E-01 +1.4356415439E-01
 2167 +1.4529323422E+00 +2.1584949453E-01
 2168 +1.2786806989E+00 +6.6537392611E-03
 2169 +9.6189829806E-01 +1.1790641639E-01
 2170 +1.3267148870E+00 +4.1913137259E-02
 2171 -1.2793784760E-01 +1.5702359074E-01
 2172 +3.9720272205E-01 +1.5838041566E-01
 2173 +1.1760093292E+00 +2.7308926668E-01
 2174 +7.5035372369E-01 +2.6943401103E-01
 2175 +5.7910851126E-01 +7.9253867621E-02
 2176 +7.6708354015E-01 +2.0291138632E-01
 2177 +4.6973301671E-01 +3.1769911975E-02
 2178 -3.3854954640E-02 +3.8399923996E-02
 2179 -3.3406402860E-01 +1.2601479723E-01
 2180 +6.9954848507E-01 +1.0042521466E-01
 2181 -3.9482943469E-01 +2.2477527897E-01
 2182 +5.4538699655E-01 +6.8923371368E-02
 2183 +5.0889709089E-01 +2.4721755104E-01
 2184 +6.1626321288E-01 +3.8452062056E-01
 2185 +8.0244804624E-01 +6.3111698647E-02
