Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
 8681 -1.9155216104E+01 -1.8578754611E+01 -6.1005162734E+00 -1.0931676464E+01 -1.1254380415E+01 +3.5204142723E+02 +2.7687796048E+02 +1.9834817002E+02 +1.9798792546E+02 +3.5615514473E+02
 8682 -1.4174338597E+01 -2.5140452802E+01 -1.4483227569E+01 -2.4934066401E+01 -1.3197992470E+01 +1.2595445149E+01 +5.0615692105E+01 +1.0856304589E+02 +1.8837333842E+02 +2.0330587566E+02
 8683 -1.9140576837E+01 -1.0973882243E+01 -9.4543691323E+00 -1.6794476385E+00 -9.7213984175E+00 +2.2829837179E+02 +2.4874977132E+02 +1.5481707127E+02 +3.3677116272E+02 +2.1190819451E+02
 8684 -1.9290528821E+01 -2.9037639422E+01 -1.9759110899E+01 -1.0580201984E+01 -2.1177291936E+01 +3.1278110150E+02 +1.3462808085E+02 +1.1902748554E+02 +9.5338580699E+00 +3.0799264688E+02
 8685 -1.5548978671E+00 -2.2599816528E+01 -2.0389575233E+01 -1.5563019941E+01 -4.7751058420E+00 +3.3531865131E+01 +2.1122956522E+01 +2.3280085418E+02 +1.2005548046E+02 +3.5141781104E+02
 8686 -2.7546654377E+01 -8.1782113842E+00 -7.3152683105E+00 -2.5287780276E+01 -1.7386249194E+01 +1.6209760708E+02 +1.8799084503E+02 +5.9874264979E+01 +3.0286934235E+02 +6.3436066505E+01
 8687 -4.5875231239E+00 -1.5757054525E+01 -9.4457684666E+00 -1.2788767408E+01 -2.4365799587E+01 +1.2870869142E+00 +3.0394979012E+02 +9.6808873688E+01 +2.3896060150E+02 +3.6772853697E+01
 8688 -1.0740346434E+01 -7.3799778626E+00 -1.7638689192E+01 -2.1967438478E+01 -2.3512311096E+01 +1.2323635984E+02 +1.1265377374E+01 +8.4991148231E+01 +1.5669521725E+02 +1.7957132608E+02
 8689 -2.0559753873E+01 -2.6749095486E+01 -1.0675878739E+01 -9.7003888244E+00 -1.2058863493E+01 +5.3975303177E+01 +2.1951147197E+02 +3.1827262955E+02 +1.6173985082E+02 +1.0642719462E+02
 8690 -1.0099973552E+01 -7.9752190766E+00 -2.3525157919E+01 -1.5439773245E+01 -3.1146502462E+00 +9.0482625653E+01 +6.8523634150E+01 +3.0006671022E+02 +4.7743297319E+01 +1.1168050999E+01
 8691 -1.4592011788E+01 -1.7745396701E+01 -1.5069080182E+01 -1.3741345276E+01 -1.8796078162E+01 +1.6361084443E+02 +8.9771840694E+01 +3.9851206433E+01 +2.9567611675E+02 +2.4127031312E+01
 8692 -2.7393714540E+01 -4.7603266371E+00 -7.2309870283E+00 -9.2021468118E+00 -6.3494666013E+00 +1.9467879387E+02 +2.4100179360E+02 +1.6859748763E+02 +9.8803456847E+01 +2.0657125559E+02
 8693 -2.1488762464E+01 -2.0377442582E+01 -1.8747784581E+01 -2.8834035756E+01 -2.6612143559E+01 +2.3495891384E+00 +9.9828632010E+01 +3.4378014063E+02 +3.6023154716E+01 +2.2666105497E+02
 8694 -4.2149503554E+00 -2.3369656773E+01 -8.4062239481E+00 -1.1610705003E+01 -5.9885612425E+00 +1.9277671383E+02 +2.9900774528E+02 +2.4716387145E+02 +2.4241021192E+02 +1.3763162908E+02
 8695 -4.8646725928E+00 -1.1489876076E+01 -3.3613483830E+00 -1.0544007397E+01 -2.0152001263E+01 +7.3323170747E+01 +1.3629910847E+02 +7.1358770679E+01 +1.9989418066E+02 +2.4432683649E+02
 8696 -6.8391553183E+00 -1.1356389452E+01 -4.7863259782E+00 -1.0186905137E+01 -1.4995898487E+01 +1.1881094430E+02 +2.1146913089E+02 +2.6409325894E+01 +7.4927671420E+01 +2.6624757304E+02
 8697 -1.6513285496E+00 -2.2259632169E+01 -3.4721426130E+00 -1.1012622491E+00 -2.7486498533E+01 +3.0407785326E+02 +2.6769216718E+02 +3.2863505020E+02 +2.0223438548E+02 +4.8228574595E+01
 8698 -1.8894683741E+01 -1.4383054664E+01 -7.6620257165E+00 -1.3603045348E+01 -2.7600698194E+01 +1.1851575375E+02 +2.4460496515E+02 +1.7858344820E+01 +2.2912078009E+02 +1.5302225025E+02
 8699 -1.2739144683E+01 -2.0590239185E+01 -5.0356881984E+00 -2.3475335788E+01 -1.1656887535E+01 +2.9884091959E+02 +3.5316285138E+02 +8.5798812074E+01 +3.1528687807E+02 +2.8996289979E+02
 8700 -2.6444461260E+00 -2.5501430075E+01 -3.2619072570E-01 -2.8223064198E+01 -2.2578453984E+01 +3.1932731393E+02 +2.4555944019E+02 +3.2874062979E+02 +3.0142474114E+02 +3.3529557299E+02
 8701 -1.8207771322E+01 -1.2845542761E+01 -1.8024129378E+01 -2.5689924879E+01 -2.0980306940E+01 +7.8995764976E+01 +1.7005576882E+02 +1.1933943767E+02 +1.8348098245E+02 +4.9831360348E+01
 8702 -1.8251198310E+01 -5.4646333416E+00 -2.8374852543E+01 -1.2947163639E+01 -1.2974182744E+01 +2.1938247542E+02 +4.7629434916E+01 +1.7062178161E+02 +3.0089617773E+02 +1.1416106315E+02
 8703 -2.8006916494E+00 -2.6648544972E+01 -2.8522185862E+01 -4.0995518521E+00 -5.4803155672E+00 +1.0426587241E+02 +8.9598556851E+01 +3.2754721117E+02 +1.1219524122E+02 +1.2501762487E+02
 8704 -2.6171457498E+01 -1.7888502050E+01 -1.2292688237E+01 -2.9059870924E+01 -1.9080772572E+01 +1.4731355186E+02 +1.0825639979E+02 +1.6238304258E+02 +1.8129697145E+02 +2.9671910772E+02
 8705 -7.1367826623E+00 -8.6999669115E+00 -2.6309869354E+01 -1.0524888851E+01 -1.9719911281E+01 +3.2563352734E+02 +3.5725921475E+02 +2.6362676968E+02 +3.1639755517E+02 +3.4218934079E+02
 8706 -3.7835679367E+00 -2.2108878944E+01 -6.5758368503E+00 -7.0973567293E+00 -9.4721783071E+00 +3.5430803204E+01 +3.3927400452E+02 +3.8076150859E+01 +2.5461918468E+02 +2.3556452790E+02
 8707 -2.4644051057E+01 -9.1913204420E+00 -4.8280182292E+00 -2.2185718037E+01 -2.4144260878E+01 +2.2346003898E+02 +3.1188025962E+02 +1.9119507889E+02 +5.3542326926E+01 +3.4794684613E+02
 8708 -7.2809884192E+00 -2.4462494465E+01 -2.1193150329E+01 -2.7734606705E+01 -2.7907074965E+00 +2.6915135467E+02 +4.1951779104E+01 +6.1936256515E+01 +1.8361166303E+02 +1.6832107031E+02
 8709 -1.1814332880E+01 -2.3842171157E+01 -2.4350352507E+01 -1.9976102355E+01 -1.7861288965E+01 +1.6541768104E+02 +8.0319222551E+01 +3.1277961715E+02 +2.3590877350E+02 +1.4411362724E+02
 8710 -2.7086291309E+01 -2.7988603573E+01 -1.8245919516E+01 -2.2715199275E+01 -2.1132241034E+01 +6.2117551953E+01 +2.6331876100E+02 +1.3915139298E+02 +2.6733128681E+02 +2.1226940848E+02
 8711 -1.1669240485E+01 -1.7416909478E+01 -6.4243515570E+00 -8.1706060557E+00 -6.6766732320E+00 +8.2956542737E+01 +1.1669138099E+01 +2.1922189827E+02 +1.6758655934E+02 +2.9869285314E+02
 8712 -2.1410877485E+01 -8.8047468473E+00 -1.3638449096E+01 -4.0208008563E+00 -9.2759050339E-01 +1.2741985818E+02 +2.9376700536E+02 +6.6311483803E+00 +3.3304669401E+02 +2.0220489952E+02
 8713 -1.6416108237E+01 -1.6637718630E+01 -1.2691936267E+01 -2.5254568979E+01 -2.8397057502E+01 +3.0250999874E+02 +1.1677901477E+02 +2.4585810046E+01 +3.3285498233E+02 +1.8554561564E+02
 8714 -2.3616797853E+01 -2.5275682134E+01 -1.0334185207E+01 -1.9954094724E+01 -2.3545665231E+00 +8.9447484570E+01 +5.7345791807E+01 +3.0313260505E+01 +5.9726369144E+01 +2.0309928878E+02
 8715 -2.3536000073E+01 -2.4890496145E+01 -5.2892897958E+00 -2.2677766985E+01 -2.2486753058E+01 +8.9463027606E+01 +3.5541229664E+02 +2.0603458441E+02 +2.0852270350E+02 +2.0926201567E+01
 8716 -6.9078497770E+00 -9.5464283781E+00 -7.5126522896E-02 -8.4382143669E+00 -8.2682388388E+00 +2.8131153969E+02 +1.1822108108E+01 +2.4913729923E+02 +1.7081827356E+02 +1.5754622870E+02
 8717 -1.9350680456E+01 -2.0167662839E+01 -1.8947477082E+01 -1.5530476166E+01 -1.9357741557E+01 +2.8086838288E+02 +2.8669667764E+02 +7.3363506626E+01 +8.5153412409E+01 +1.1616474176E+01
 8718 -2.6813067583E+01 -2.6422151676E-01 -2.8049492562E+01 -1.1255042641E+00 -2.8124353352E+01 +2.0429036025E+00 +2.8491808697E+02 +2.2122503087E+02 +1.3497079967E+02 +1.9007706300E+02
 8719 -1.7003223908E+01 -2.5197978510E+01 -1.5956099687E+01 -1.6661602486E+01 -2.1635388815E+01 +3.4231480392E+02 +9.6324631126E+00 +4.4312979478E+01 +2.9973938985E+02 +3.0137783974E+02
 8720 -1.4924628146E+01 -5.5159090125E+00 -1.0919835545E+01 -5.4663313760E+00 -1.6861386173E+01 +1.7625956038E+02 +3.2465484800E+02 +3.3839325327E+02 +1.0101410642E+01 +2.0854166959E+02
 8721 -4.8216389067E+00 -2.9505997194E+01 -1.4448172826E+01 -3.1929351382E+00 -9.0616607131E+00 +2.7876392080E+02 +2.0484384238E+02 +3.0453703747E+02 +2.7375480065E+02 +1.2043311920E+02
 8722 -2.0868925564E+01 -1.2358172374E+01 -2.4874294781E+00 -1.1663114073E+01 -9.5568577354E-01 +7.7500915540E+01 +3.0635035935E+02 +3.1342770918E+02 +1.6936957192E+02 +2.1393276990E+02
 8723 -1.6457911896E+01 -2.8114889110E+01 -4.4816538542E+00 -3.0934099042E+00 -1.0741059875E+01 +1.1352593756E+02 +2.8362240085E+02 +1.9016663259E+02 +3.2235114707E+01 +2.4826103441E+02
 8724 -2.4791771805E+01 -2.7154228828E+01 -2.4480576164E+01 -9.5877611908E+00 -2.7587359977E+01 +3.0340798771E+02 +1.1833282421E+02 +3.3351897396E+01 +1.0220536869E+02 +3.2523432960E+01
 8725 -2.7235012435E+01 -2.7135338528E+01 -1.5666575469E+01 -1.1150079637E+01 -1.3659490181E+01 +2.8214976862E+02 +7.2071939619E+01 +1.6864398839E+02 +1.7065170118E+02 +1.4610102845E+02
 8726 -3.2654790019E-01 -7.8707935284E+00 -1.3497090891E+01 -2.5917090112E+01 -7.9362860889E+00 +8.5622656955E+01 +3.1016206294E+02 +4.2586078475E+01 +5.2055830786E+01 +3.4019099443E+02
 8727 -2.1647501460E+01 -1.8180644850E+01 -1.3405579211E+01 -2.4664886040E+01 -2.3395770982E+01 +3.0233181276E+02 +1.6081500226E+02 +3.3651777349E+02 +2.5563339596E+02 +7.9502772280E+01
 8728 -3.4828655889E+00 -1.0234458952E+01 -1.2645236766E+01 -9.6745870316E+00 -1.1537386367E+01 +5.9895697255E+01 +2.5694162953E+02 +3.3041944645E+02 +8.7964415400E+01 +2.8015009295E+02
 8729 -2.1207277493E+01 -2.3346247292E+01 -1.8372484442E+01 -2.2192156424E+01 -1.6388539946E+01 +2.9172057259E+02 +2.0794405464E+02 +2.0529318862E+02 +4.1180826329E+01 +3.7891429688E+01
 8730 -2.6937974560E+01 -1.4012134852E+01 -1.9722982963E+01 -2.9663252400E+01 -2.3364251007E+01 +7.3138981930E+01 +1.1880258563E+02 +1.8773208902E+02 +7.1247965918E+01 +2.3518182637E+02
 8731 -4.3451315967E+00 -2.2479041825E+01 -1.1480459803E+00 -2.4893714035E+01 -2.6557380084E+01 +1.3776506951E+01 +4.3066110903E+01 +2.6425266907E+02 +4.5377484986E+01 +1.5456786243E+02
 8732 -3.1293656380E-01 -2.9249379581E+01 -9.8364420265E+00 -1.1281149685E+01 -1.7428101937E+01 +1.5630230503E+02 +1.8924031255E+00 +1.8908967324E+02 +1.1487947437E+01 +3.4352225229E+02
 8733 -1.3481311447E+01 -1.4188603672E+01 -6.7037993972E+00 -1.8402093151E+01 -6.3135980353E+00 +2.2421879731E+02 +1.1228431153E+02 +4.7830659515E+01 +2.2305177653E+02 +3.2941150433E+02
 8734 -6.9368871943E+00 -2.2154515459E+00 -1.3700464213E+01 -1.1572508519E+01 -1.1532827287E+01 +1.9929377476E+02 +1.0587963855E+02 +2.4596458490E+02 +1.0256282577E+02 +3.4741525138E+02
 8735 -2.2569713098E+01 -2.1773068149E+00 -5.9676098433E+00 -2.3336593881E+01 -1.7303548632E+01 +1.2691123310E+02 +1.1991723502E+02 +1.6299006851E+01 +3.1010352928E+02 +1.6515599168E+02
 8736 -3.9153371173E+00 -7.1162640399E+00 -2.4896077143E+01 -8.6417915023E+00 -2.5516764249E+01 +2.8113933068E+01 +1.7646735871E+02 +1.3542747136E+01 +1.3022253444E+01 +2.5913862718E+01
 8737 -3.0324241171E+00 -9.3255292920E+00 -2.9055623764E+01 -6.4366504328E+00 -2.4226351002E+01 +2.4356385758E+02 +4.5178215139E+01 +3.4245676026E+02 +8.6595796385E+01 +3.3845896986E+01
 8738 -2.4534084288E+01 -3.2786782264E+00 -2.7650181135E+01 -2.9011049451E+01 -1.3150682073E+01 +4.6938620242E+01 +7.8029779947E+01 +1.6131562859E+02 +1.3983850280E+02 +8.5623049709E+01
 8739 -2.8455704593E+00 -1.4866864752E+01 -1.4428874697E+01 -8.3227725971E+00 -8.7464224155E+00 +2.0009471847E+02 +3.2688357557E+02 +6.7861988487E+01 +3.1533819459E+02 +3.5455028808E+01
 8740 -7.8901553721E+00 -2.5748909432E+01 -4.2291779510E+00 -1.0345436612E+01 -1.9072373238E+01 +2.6738800990E+02 +5.8383704940E+01 +1.5547238758E+02 +2.7546372393E+02 +8.2625430904E+01
 8741 -1.2776534286E+01 -2.0646652471E+00 -2.6750166273E+01 -6.3430850393E+00 -2.7529358538E+01 +3.4149767774E+02 +1.1816033640E+02 +1.1980089589E+02 +3.3842499493E+02 +2.7987507727E+02
 8742 -1.9869885577E+01 -4.7066537820E+00 -2.2730963078E+01 -7.4247434471E+00 -1.8511815865E+01 +6.3225572630E+00 +2.8103790101E+02 +1.9516824049E+02 +2.2145810628E+02 +1.2657643969E+02
 8743 -1.6814841407E+01 -2.2831702000E+01 -1.4182141830E+01 -2.9283124641E+01 -1.6282265220E+01 +1.6287360842E+02 +2.2489741068E+02 +1.8021256780E+02 +1.7431347704E+01 +1.5746224348E+02
 8744 -7.3747189525E+00 -9.1629974582E-01 -9.4199345597E+00 -1.3933015656E+01 -2.9680030116E+00 +2.8674800837E+02 +6.5490586809E+01 +2.0073593678E+02 +1.6002544584E+02 +7.3060150279E+01
 8745 -9.7044628710E+00 -2.9669830686E+01 -1.7435606135E+01 -2.8076106581E+01 -2.7654241880E+01 +2.5183680844E+02 +8.0559315724E+01 +2.6589677197E+02 +5.1327970391E+01 +1.6660705158E+02
 8746 -1.2928533313E+01 -2.6785045053E+01 -2.6785403243E+01 -4.9632621125E+00 -2.4485134365E+01 +2.6767207847E+02 +1.0224072310E+02 +2.4561292105E+02 +1.8987569584E+02 +1.5779309488E+02
 8747 -1.0712868725E+01 -2.5752682841E+01 -2.8413439674E+01 -5.1495892021E+00 -2.6619419687E+01 +1.6435159578E+02 +3.0138845698E+01 +1.5933958708E+02 +3.3587514104E+02 +1.2861503999E+02
 8748 -2.9621090597E+01 -1.9944823789E+01 -1.1011681658E+01 -9.6629272683E+00 -2.4471928718E+01 +2.0058592789E+02 +3.2373578639E+02 +1.8479990093E+01 +3.3298625556E+02 +2.8178863736E+02
 8749 -2.1892893314E+01 -3.6244281280E+00 -1.4396163243E+01 -1.6162087892E+01 -5.3242674181E+00 +3.0271962313E+01 +2.9297386124E+02 +8.6706120635E+01 +2.9981807066E+02 +2.1470422406E+01
 8750 -6.2850276500E+00 -1.2051577918E+01 -2.7898710803E+01 -1.4177326455E+01 -7.8010954715E-01 +3.5527586363E+02 +9.0418950943E+01 +4.2793385895E+01 +3.5981319230E+02 +1.7041825322E+02
 8751 -2.2249194315E+01 -1.6988712729E+00 -5.5828405826E+00 -6.6031221513E+00 -5.6060105999E+00 +4.7964849354E+01 +2.3415071317E+02 +4.4139362784E+01 +3.3265648386E+02 +2.6840087799E+02
 8752 -2.7309013373E+01 -2.1967879228E-01 -1.6208083996E+01 -1.1032197799E+01 -1.5053276712E+01 +8.7452622186E+01 +1.4341522045E+02 +1.1252560234E+02 +1.1582785003E+02 +2.9825919461E+01
 8753 -2.1231600522E+01 -1.4737887851E+00 -1.1982396000E+01 -1.5247991233E+01 -1.8749931908E+01 +1.0881454376E+02 +3.5339027016E+02 +3.5855334425E+02 +3.4244211107E+02 +2.5940468436E+02
 8754 -1.7887196936E+01 -9.4439017156E+00 -1.6813503892E+01 -3.5625108388E+00 -2.2300213194E+01 +3.2609674513E+02 +2.0225039816E+02 +5.3542476602E+01 +3.5961615840E+02 +1.3031590388E+02
 8755 -2.5702561233E+01 -5.5064451308E+00 -2.9508428712E+01 -4.8299690209E+00 -1.0432718349E+01 +2.3636165188E+02 +1.9123710295E+02 +1.6005043397E+00 +4.2510616555E+01 +2.1746342099E+02
 8756 -2.1263875492E+01 -1.9391847919E+01 -1.1156973825E+01 -9.9416983614E+00 -1.1630375491E+01 +6.5941433424E+01 +1.7901747004E+02 +8.7527738665E+01 +8.0106803186E+01 +1.2278805239E+02
 8757 -1.6289855753E+01 -1.6040425199E+01 -2.3276921415E+01 -1.2933933093E+01 -6.2024659531E+00 +5.4658527950E+01 +2.4756265536E+02 +2.6735548149E+02 +1.8477593483E+02 +2.0739796774E+02
 8758 -6.2890921264E+00 -4.3813873361E+00 -2.0389719858E+00 -1.7181134336E+01 -2.9160055014E+01 +3.3777211622E+02 +2.6487821853E+02 +1.5270660047E+01 +1.8681092993E+02 +6.8806147343E+01
 8759 -1.4483559894E+01 -3.2234097033E+00 -2.5344867530E+01 -2.6367620967E+01 -6.2380520815E+00 +1.5422687000E+02 +1.7065798509E+02 +5.1374977462E+01 +1.2954998493E+01 +2.2307355216E+02
 8760 -7.5821584557E+00 -2.2542042762E+01 -2.8328010749E+01 -2.6038346081E+01 -9.0276378820E+00 +1.9318632145E+02 +2.2444842395E+02 +3.5236296618E+02 +3.4521234105E+02 +1.6553366932E+02
 8761 -8.0228488720E+00 -1.7411670211E+01 -3.3293874382E+00 -2.6393358883E+01 -1.3968026902E+01 +1.8765957894E+02 +2.1771955763E+02 +3.2736584756E+02 +3.4913640127E+02 +2.4564657433E+02
 8762 -2.7851817646E+01 -2.1119395494E+01 -1.0042979217E+01 -9.6645142030E+00 -2.2179195076E+01 +2.4582948305E+02 +3.2542066986E+01 +1.2964250770E+02 +2.4777043037E+02 +2.1961038110E+02
 8763 -1.0959396688E+01 -1.8293666536E+01 -1.9217029143E+01 -2.6759945170E+01 -8.8433756123E+00 +2.4563556807E+02 +5.9388905226E+01 +4.3490088439E+01 +1.1741761581E+02 +9.9145572760E+01
 8764 -2.4486797855E+01 -6.2583882704E+00 -1.6479297019E+01 -7.9225236838E+00 -2.9579645760E+01 +1.2069342048E+02 +1.0066015380E+01 +1.0302259582E+02 +2.9256963642E+02 +9.6930161554E+01
 8765 -9.5414632507E+00 -1.9597883315E+01 -1.9180658302E+01 -4.8861185235E+00 -1.5812270158E+01 +1.9794728242E+02 +3.4673395905E+02 +3.1546301749E+02 +3.3859754684E+02 +5.9714372343E+01
 8766 -1.2248720031E+01 -2.6050186435E+01 -9.7849189023E+00 -2.9447824832E+01 -2.4269933122E+01 +2.2671743865E+02 +2.4045619621E+01 +1.2081945917E+02 +5.7757206015E+01 +1.3315592099E+02
 8767 -1.2640327301E+01 -1.2991267981E+01 -2.9154719905E+01 -2.4969021624E+01 -3.6747013261E+00 +2.5414470194E+02 +3.1629171555E+02 +1.4579190550E+02 +1.9568567757E+02 +4.5211031063E+01
 8768 -3.0800453479E+00 -9.9304925146E+00 -8.7693287913E+00 -2.0902221815E+01 -4.1023878570E+00 +1.7403722345E+02 +1.0111580958E+02 +1.5808105038E+02 +1.2343199297E+02 +2.9467624998E+02
 8769 -1.7889377347E+01 -7.5024162559E+00 -4.4357371160E+00 -2.6906636955E+01 -1.9452987930E+00 +1.5685111293E+02 +3.3360362732E+02 +2.9019553115E+02 +1.7369087879E+02 +3.4884042993E+02
 8770 -2.8897525980E+01 -2.4315745692E+01 -1.7501982150E+01 -4.9592003462E-01 -2.2765586512E+01 +2.2552332933E+02 +2.5606309216E+02 +9.5730322806E+01 +2.1293747795E+02 +3.0613482912E+02
 8771 -2.5718909890E+00 -2.2442132337E+00 -1.7814788305E+01 -1.5977203421E+01 -1.1528928824E+01 +1.7139942983E+02 +2.0241005220E+02 +2.8830896987E+01 +4.7343817427E+01 +2.3503910147E+02
 8772 -2.1360535981E+01 -3.3321326766E+00 -2.9489341056E+01 -1.4261133561E+01 -2.4252856829E+01 +4.2450074868E+01 +6.0999841600E+01 +2.2270691660E+02 +2.8717925402E+02 +2.8590361445E+01
 8773 -1.8205128412E+01 -2.6595559032E+01 -8.6407111686E+00 -1.7456826386E+00 -1.5741811445E+01 +2.9844140326E+02 +6.7761757122E+01 +1.2446570671E+02 +2.9778768383E+02 +1.2226923318E+02
 8774 -8.7006671522E+00 -1.6122407190E+01 -1.1518489490E+01 -1.8377803512E+00 -2.2653975445E+01 +1.3058455356E+02 +2.4997563755E+02 +2.9065618207E+02 +1.5795268464E+01 +1.1072426129E+02
 8775 -2.4939700994E+01 -1.9055954911E+01 -2.1458606099E+01 -1.4051733808E+01 -1.8890868912E+01 +5.9913517575E+01 +1.3068215523E+01 +1.1279658386E+02 +9.2425707458E+01 +1.5879445635E+02
 8776 -8.1624049839E+00 -1.7235496399E+01 -1.1678964130E+01 -2.3504706579E-01 -7.0893370618E+00 +1.4208528595E+02 +2.5584657835E+01 +2.4766548812E+02 +1.8783861899E+02 +1.2113454956E+02
 8777 -2.3607854924E+01 -2.5202887323E+01 -6.8707788620E+00 -1.7204404780E+01 -1.4447560058E+01 +6.9662726822E+01 +1.5523107385E+02 +7.8219316067E+01 +5.1256516298E+01 +3.4308612730E+02
 8778 -2.4853312044E+01 -3.5229880928E+00 -1.9685281441E+01 -2.5451767343E+01 -1.0051289656E+00 +2.8690419918E+02 +1.0325951699E+02 +3.0223528354E+02 +1.8180542313E+02 +1.4746532870E+02
 8779 -1.0306339988E+01 -1.6960086121E+01 -2.9312073376E-01 -2.1375179883E+01 -1.7368492467E+01 +1.5552082241E+02 +1.8396504623E+02 +1.0307764385E+02 +6.9669558089E+01 +5.3724384548E+01
 8780 -1.2823139419E+01 -2.4509795734E+01 -1.2398830979E+01 -1.4937142556E+01 -5.1044623226E+00 +5.9940262452E+01 +2.4853865034E+02 +1.0504853323E+02 +2.2559416082E+02 +5.4408914328E+01
 8781 -3.1422136709E+00 -1.9922474037E+01 -2.4712913772E+01 -1.4142060123E+01 -7.0618330920E+00 +3.2350745340E+02 +3.0322992296E+01 +8.9466658877E+01 +1.0142178556E+02 +2.1196901312E+02
 8782 -2.4837574794E+01 -1.2441229170E+01 -3.3933621713E+00 -1.7772246964E+01 -2.7379835654E+01 +8.9582949228E+01 +3.1118303660E+02 +1.2708459599E+02 +1.1098441733E+02 +1.1075419666E+02
 8783 -4.7659843838E+00 -1.6071340550E+01 -2.7729993872E+01 -1.8698737191E+00 -1.0451107342E+01 +3.5401652119E+02 +5.5291969774E+00 +2.3274636636E+02 +2.8950420308E+02 +1.5435532966E+02
 8784 -1.6186388391E+01 -1.0845498473E+01 -2.9884638092E+01 -2.6317578597E+01 -2.3112916130E+01 +1.3347958310E+02 +7.7170521253E+00 +2.9757262364E+02 +2.7037492228E+02 +1.2254238710E+02
 8785 -1.7139979712E+01 -1.1263067051E+01 -4.2430688845E+00 -2.5299925363E+01 -2.1860747200E+01 +1.5678733241E+01 +2.7417366036E+02 +3.3221020832E+02 +2.1099494540E+02 +2.7932309780E+02
 8786 -1.1312824322E+01 -2.8536791764E+01 -2.2425554246E+01 -2.3179356921E+01 -1.6533523502E+00 +8.6080791591E+01 +2.4952007260E+02 +1.0456148777E+02 +2.3786201640E+02 +6.3907417458E+01
 8787 -1.1341917170E+01 -2.8963219968E+01 -1.9239662305E+00 -2.9564324659E+01 -2.2994067051E+01 +3.0071642173E+02 +3.2241204909E+02 +2.6856176329E+02 +2.4805343783E+02 +2.0808098641E+02
 8788 -7.5912559725E+00 -3.0867682076E+00 -8.6662591453E+00 -1.0117776714E+01 -2.9761523401E+01 +3.1873336108E+02 +1.4895534503E+02 +1.7082255241E+02 +2.0361463282E+02 +3.0732876776E+02
 8789 -2.6555176636E+01 -2.4387192086E+01 -2.1152667398E+00 -1.5868274427E+01 -5.8413091521E+00 +3.7711796865E+00 +2.5706407362E+01 +3.0323425056E+02 +1.5739031108E+01 +2.6578161546E+02
 8790 -2.1015108844E+01 -1.8256460445E+01 -2.3798434418E+01 -2.7417056636E+01 -2.5861239473E+01 +9.1069185255E+01 +2.3070667057E+02 +1.1683700622E+02 +2.4799160558E+02 +3.2333737609E+02
 8791 -2.1382963668E+01 -1.5556774721E+01 -1.2339844763E+01 -9.6581837331E+00 -9.8915927219E+00 +2.4208759366E+02 +1.1715194495E+02 +1.5983113788E+02 +1.4262687781E+02 +1.4072233672E+02
 8792 -2.2807014973E+01 -8.5778353645E+00 -9.8932165759E+00 -1.6119648107E+01 -9.0338515441E+00 +1.6687601473E+02 +2.1528498026E+02 +1.2136002830E+02 +3.5556126186E+02 +2.4270666685E+01
 8793 -1.9891793102E+01 -7.9274611207E+00 -1.9143961578E+01 -1.7030427838E+01 -7.6951222913E+00 +4.4482623012E+01 +1.6767270709E+02 +1.1885727652E+02 +2.9351902790E+02 +2.7161088067E+02
 8794 -2.9824177543E+01 -2.7595007719E+01 -2.5107820073E+00 -2.6529436032E+01 -1.0715730001E+01 +3.6456223680E+01 +2.3847305733E+02 +2.5866963717E+02 +2.1649608988E+02 +3.5642685594E+02
 8795 -2.0235131623E+01 -5.4732327048E+00 -9.1657918952E+00 -2.0634594383E+01 -1.4419998433E+01 +3.0428460944E+02 +1.0437442515E+02 +1.6881233406E+02 +1.4000892483E+02 +2.2686970012E+02
 8796 -2.3591617686E+01 -1.5361233461E+01 -8.5421749369E+00 -2.3760845528E+00 -2.0788852740E+01 +2.2736545467E+02 +5.8444847604E+01 +1.4768138625E+02 +3.3818495139E+02 +1.3305412013E+02
 8797 -2.6601861267E+01 -2.5055305347E+01 -2.4427271719E+01 -1.9315178847E+01 -2.2514478158E-01 +4.7128132621E+01 +3.8769408157E+01 +1.2068575120E+02 +3.5553120336E+02 +2.3916313768E+02
 8798 -8.5684491869E+00 -6.2955143314E+00 -1.9499576032E+01 -7.5692697514E+00 -1.2038232257E+01 +1.9408568264E+02 +2.1883459262E+02 +3.0294755839E+02 +1.3071658575E+02 +3.3487403803E+02
 8799 -7.3927761524E+00 -1.0291080778E+01 -1.8744811861E+01 -1.1478991270E+01 -1.3141986981E+01 +2.0998914044E+02 +2.7482415955E+02 +5.0373296416E+01 +7.0385460482E+01 +3.3574911664E+02
 8800 -2.2132453459E+01 -1.7999303829E+01 -2.0441274668E+01 -1.5520267893E+01 -2.3513177579E+00 +2.4553240657E+02 +6.4717878652E+01 +1.9615598241E+02 +2.7641974953E+02 +1.9555990532E+02
 8801 -1.5889931656E+01 -2.1342692420E+01 -1.3006805202E+01 -2.7438449431E+01 -1.7931874864E+01 +2.4616990033E+02 +6.8858993083E+01 +1.8281309083E+02 +1.2546396313E+02 +2.2566746278E+02
 8802 -1.8717625343E+01 -2.1536365952E+01 -1.3282145320E+01 -1.3769322982E+01 -3.1130620943E+00 +3.4872865151E+01 +2.0218242219E+02 +2.3996942064E+02 +1.6190081455E+02 +1.4184700364E+02
